"[{""id"": 6038, ""name"": ""marriage""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 183728, ""name"": ""sex tape""}]",Sex Tape,225886
"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2600, ""name"": ""crisis line""}, {""id"": 6103, ""name"": ""telephone""}, {""id"": 13056, ""name"": ""loss of wife""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 187056, ""name"": ""woman director""}]",Hanging Up,10385
"[{""id"": 10170, ""name"": ""premonition""}, {""id"": 14540, ""name"": ""death by accident""}, {""id"": 14541, ""name"": ""crash""}, {""id"": 14542, ""name"": ""end is here""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 209714, ""name"": ""3d""}]",Final Destination 5,55779
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 6220, ""name"": ""mafia boss""}, {""id"": 10391, ""name"": ""mafia""}]",Mickey Blue Eyes,10154
"[{""id"": 161868, ""name"": ""child's point of view""}, {""id"": 166625, ""name"": ""candlelight vigil""}, {""id"": 170365, ""name"": ""good deed""}, {""id"": 170375, ""name"": ""exotic dancer""}, {""id"": 170378, ""name"": ""schoolteacher""}, {""id"": 170380, ""name"": ""extra credit assignment""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170389, ""name"": ""junior high school""}, {""id"": 170390, ""name"": ""burn injury""}, {""id"": 187056, ""name"": ""woman director""}]",Pay It Forward,10647
"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 3419, ""name"": ""fanatic""}, {""id"": 5625, ""name"": ""relationship problems""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 155725, ""name"": ""red sox""}, {""id"": 155726, ""name"": ""fenway park""}]",Fever Pitch,11431
"[{""id"": 378, ""name"": ""prison""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 960, ""name"": ""homeless person""}, {""id"": 966, ""name"": ""beach""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3088, ""name"": ""bodyguard""}, {""id"": 4556, ""name"": ""protection""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7101, ""name"": ""substitute teacher""}, {""id"": 8039, ""name"": ""campus""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 12974, ""name"": ""principal""}, {""id"": 33648, ""name"": ""celebration""}, {""id"": 166287, ""name"": ""school bus""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 190116, ""name"": ""school life""}, {""id"": 193547, ""name"": ""teachers and students""}]",Drillbit Taylor,8457
"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 154846, ""name"": ""farmer""}, {""id"": 155573, ""name"": ""wild west""}, {""id"": 215404, ""name"": ""laxative""}]",A Million Ways to Die in the West,188161
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 3363, ""name"": ""hypnosis""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 155494, ""name"": ""radio series""}, {""id"": 189115, ""name"": ""invisibility""}, {""id"": 190034, ""name"": ""the shadow""}]",The Shadow,8850
"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2849, ""name"": ""key""}, {""id"": 8783, ""name"": ""scavenger hunt""}, {""id"": 10201, ""name"": ""death of father""}, {""id"": 11336, ""name"": ""young boy""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 40934, ""name"": ""tambourine""}, {""id"": 40936, ""name"": ""lock""}, {""id"": 172291, ""name"": ""grieving""}, {""id"": 214463, ""name"": ""post 9/11""}]",Extremely Loud & Incredibly Close,64685
"[{""id"": 13281, ""name"": ""work ethic""}, {""id"": 13384, ""name"": ""tv morning show""}, {""id"": 13424, ""name"": ""tv reporter""}]",Morning Glory,38357
"[{""id"": 936, ""name"": ""loss of mother""}, {""id"": 2013, ""name"": ""attempted murder""}, {""id"": 3658, ""name"": ""career""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4562, ""name"": ""rapper""}, {""id"": 14964, ""name"": ""drug""}]",Get Rich or Die Tryin',10060
"[{""id"": 478, ""name"": ""china""}, {""id"": 3292, ""name"": ""chinese woman""}, {""id"": 4289, ""name"": ""secret agent""}, {""id"": 5514, ""name"": ""conspiracy of murder""}, {""id"": 15053, ""name"": ""united nations""}]",The Art of War,11398
"[{""id"": 237, ""name"": ""gay""}, {""id"": 572, ""name"": ""sex""}, {""id"": 740, ""name"": ""aids""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9766, ""name"": ""hiv""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 12532, ""name"": ""african american""}, {""id"": 155482, ""name"": ""rock opera""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 165770, ""name"": ""hiv positive""}, {""id"": 165787, ""name"": ""home movie""}, {""id"": 165798, ""name"": ""mugging""}, {""id"": 165803, ""name"": ""telephone call \u00a0""}, {""id"": 199856, ""name"": ""lower east side""}]",Rent,1833
"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1646, ""name"": ""autism""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 4788, ""name"": ""ersatz""}]",Bless the Child,10391
"[{""id"": 242, ""name"": ""new york""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 209222, ""name"": ""misfortune""}]",The Out-of-Towners,8970
"[{""id"": 1299, ""name"": ""monster""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2041, ""name"": ""island""}, {""id"": 2766, ""name"": ""mutation""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 9410, ""name"": ""hybrid""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 225523, ""name"": ""h. g. wells""}]",The Island of Dr. Moreau,9306
"[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 3720, ""name"": ""power""}, {""id"": 3997, ""name"": ""power takeover""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 14577, ""name"": ""musketeer""}, {""id"": 217324, ""name"": ""murder hunt""}]",The Musketeer,11370
"[{""id"": 392, ""name"": ""england""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 190285, ""name"": ""henry viii""}]",The Other Boleyn Girl,12184
"[{""id"": 1022, ""name"": ""workaholic""}, {""id"": 5904, ""name"": ""dogsitter""}]",Sweet November,1921
"[{""id"": 1261, ""name"": ""river""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 3036, ""name"": ""bible""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 4456, ""name"": ""frog""}, {""id"": 5705, ""name"": ""grasshopper""}, {""id"": 6150, ""name"": ""faith""}]",The Reaping,1683
"[{""id"": 1944, ""name"": ""epilepsy""}, {""id"": 2236, ""name"": ""protection money""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11436, ""name"": ""redemption""}]",Mean Streets,203
"[{""id"": 422, ""name"": ""vietnam veteran""}, {""id"": 1004, ""name"": ""commercial""}, {""id"": 5920, ""name"": ""advertising expert""}, {""id"": 8066, ""name"": ""kaserne""}, {""id"": 9479, ""name"": ""stau""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 156052, ""name"": ""unemployment""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193547, ""name"": ""teachers and students""}]",Renaissance Man,11858
"[{""id"": 542, ""name"": ""street gang""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 12367, ""name"": ""female assassin""}, {""id"": 15155, ""name"": ""witness to murder""}]",Colombiana,62835
[],Quest for Camelot,18937
"[{""id"": 9826, ""name"": ""murder""}, {""id"": 180668, ""name"": ""homicide detective""}]",City By The Sea,13536
"[{""id"": 33768, ""name"": ""blind""}, {""id"": 209022, ""name"": ""massage therapist""}]",At First Sight,15556
"[{""id"": 1595, ""name"": ""ex-girlfriend""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 181146, ""name"": ""motorcyclist""}]",Torque,10718
"[{""id"": 417, ""name"": ""corruption""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 14964, ""name"": ""drug""}]",City Hall,11062
"[{""id"": 246, ""name"": ""dancing""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 1663, ""name"": ""go-go dancer""}, {""id"": 2874, ""name"": ""spanner""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 4378, ""name"": ""striptease""}, {""id"": 7017, ""name"": ""sexappeal""}]",Showgirls,10802
"[{""id"": 54612, ""name"": ""shoe""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 170339, ""name"": ""rite""}, {""id"": 173903, ""name"": ""theatre audience""}, {""id"": 180052, ""name"": ""bride and groom""}, {""id"": 180059, ""name"": ""death of king""}, {""id"": 180061, ""name"": ""applause""}, {""id"": 187056, ""name"": ""woman director""}]",Marie Antoinette,1887
"[{""id"": 160488, ""name"": ""hoodlum""}]",Kiss of Death,6071
"[{""id"": 4720, ""name"": ""ritual""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 159938, ""name"": ""dvd""}]",Get Carter,10461
"[{""id"": 3434, ""name"": ""thailand""}, {""id"": 6941, ""name"": ""tsunami""}, {""id"": 14724, ""name"": ""family vacation""}, {""id"": 181012, ""name"": ""tidal wave""}, {""id"": 188351, ""name"": ""catastrophe""}, {""id"": 188354, ""name"": ""swept away""}, {""id"": 188356, ""name"": ""separation from family""}, {""id"": 188374, ""name"": ""boxing day""}, {""id"": 209493, ""name"": ""21st century""}]",Lo imposible,80278
"[{""id"": 3593, ""name"": ""wilderness""}, {""id"": 7041, ""name"": ""sahara""}, {""id"": 9767, ""name"": ""beautiful woman""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 187056, ""name"": ""woman director""}]",Ishtar,12704
"[{""id"": 2527, ""name"": ""fox""}, {""id"": 3352, ""name"": ""tree""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11330, ""name"": ""cider""}, {""id"": 11331, ""name"": ""tale""}, {""id"": 11332, ""name"": ""farm life""}]",Fantastic Mr. Fox,10315
[],Life or Something Like It,16643
"[{""id"": 160130, ""name"": ""invisible man""}]",Memoirs of an Invisible Man,2687
"[{""id"": 90, ""name"": ""paris""}, {""id"": 128, ""name"": ""love triangle""}, {""id"": 365, ""name"": ""ghost train""}, {""id"": 366, ""name"": ""sex-shop""}, {""id"": 367, ""name"": ""shyness""}, {""id"": 1407, ""name"": ""montmartre""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5972, ""name"": ""garden gnome""}, {""id"": 5973, ""name"": ""journey round the world""}, {""id"": 6025, ""name"": ""photography""}]",Le fabuleux destin d'Amélie Poulain,194
"[{""id"": 1608, ""name"": ""twin sister""}, {""id"": 5699, ""name"": ""music video""}, {""id"": 5800, ""name"": ""geek""}, {""id"": 6876, ""name"": ""vacation""}, {""id"": 13160, ""name"": ""university""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 187056, ""name"": ""woman director""}]",New York Minute,11025
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1486, ""name"": ""flirt""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 7476, ""name"": ""older woman seduces younger guy""}, {""id"": 9639, ""name"": ""playboy""}]",Alfie,8849
"[{""id"": 4676, ""name"": ""whale""}, {""id"": 9880, ""name"": ""alaska""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 191652, ""name"": ""greenpeace""}, {""id"": 216921, ""name"": ""animal protection""}]",Big Miracle,78698
"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5202, ""name"": ""boy""}, {""id"": 9824, ""name"": ""reunion""}]",The Deep End of the Ocean,30943
"[{""id"": 4776, ""name"": ""race against time""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 7923, ""name"": ""homepage""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 13153, ""name"": ""spirit""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 178649, ""name"": ""voyeurism""}]",FearDotCom,9544
"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 3986, ""name"": ""spider""}, {""id"": 11155, ""name"": ""wolfman""}, {""id"": 11156, ""name"": ""stew""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 162344, ""name"": ""antidote""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",Cirque du Freak: The Vampire's Assistant,24418
[],Duplex,7288
"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]",Soul Men,14655
[],Raise the Titanic,24575
"[{""id"": 3222, ""name"": ""super computer""}, {""id"": 4286, ""name"": ""computer program""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 41414, ""name"": ""timebomb""}]",Universal Soldier: The Return,10366
"[{""id"": 4565, ""name"": ""dystopia""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10364, ""name"": ""mission""}]",Pandorum,19898
"[{""id"": 803, ""name"": ""android""}, {""id"": 9951, ""name"": ""alien""}]",Impostor,4965
"[{""id"": 195732, ""name"": ""ski""}]",Extreme Ops,15074
"[{""id"": 4379, ""name"": ""time travel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 33396, ""name"": ""remake of french film""}, {""id"": 186760, ""name"": ""alternate timeline""}, {""id"": 227887, ""name"": ""flatulence""}]",Just Visiting,56715
"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 258, ""name"": ""bomb""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2725, ""name"": ""sunlight""}, {""id"": 3638, ""name"": ""solar energy""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 4627, ""name"": ""earth""}, {""id"": 5442, ""name"": ""expiration""}]",Sunshine,1272
"[{""id"": 9468, ""name"": ""liar""}, {""id"": 11204, ""name"": ""literary agent""}]",A Thousand Words,72358
[],Delgo,20542
"[{""id"": 782, ""name"": ""assassin""}, {""id"": 2708, ""name"": ""hitman""}]",The Gunman,266396
"[{""id"": 392, ""name"": ""england""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3650, ""name"": ""child hero""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 213102, ""name"": ""teen spy""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",Stormbreaker,9978
"[{""id"": 1930, ""name"": ""kidnapping""}, {""id"": 6517, ""name"": ""young people""}]",Disturbia,8271
"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 4563, ""name"": ""virtual reality""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 9835, ""name"": ""sexual fantasy""}, {""id"": 9864, ""name"": ""prank""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 155555, ""name"": ""computer hacker""}, {""id"": 160840, ""name"": ""dream sequence""}]",Hackers,10428
"[{""id"": 393, ""name"": ""civil war""}, {""id"": 470, ""name"": ""spy""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1327, ""name"": ""war crimes""}, {""id"": 3979, ""name"": ""hidden camera""}, {""id"": 4853, ""name"": ""war victim""}, {""id"": 5299, ""name"": ""war correspondent""}, {""id"": 6091, ""name"": ""war""}, {""id"": 7202, ""name"": ""balkan war""}, {""id"": 7492, ""name"": ""serbia""}]",The Hunting Party,5353
"[{""id"": 236, ""name"": ""suicide""}, {""id"": 242, ""name"": ""new york""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 5306, ""name"": ""boss""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6129, ""name"": ""company""}, {""id"": 6133, ""name"": ""industry""}, {""id"": 8508, ""name"": ""party""}, {""id"": 10594, ""name"": ""money""}, {""id"": 203525, ""name"": ""board""}, {""id"": 203528, ""name"": ""stocks""}]",The Hudsucker Proxy,11934
"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1402, ""name"": ""general""}, {""id"": 3996, ""name"": ""dynasty""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 187251, ""name"": ""blood brother""}]",投名狀,14392
[],Nomad,19495
"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1442, ""name"": ""winter""}, {""id"": 1501, ""name"": ""allegory""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4655, ""name"": ""hijacking of train""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 9862, ""name"": ""dam""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 10721, ""name"": ""pregnant""}, {""id"": 13008, ""name"": ""train""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 33720, ""name"": ""guilt""}, {""id"": 162845, ""name"": ""revolt""}, {""id"": 178993, ""name"": ""duplicity""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 192311, ""name"": ""social class""}, {""id"": 208085, ""name"": ""population control""}, {""id"": 213921, ""name"": ""perpetual winter""}, {""id"": 213987, ""name"": ""city ruin""}]",Snowpiercer,110415
"[{""id"": 1299, ""name"": ""monster""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 231318, ""name"": ""paris france""}]",Un monstre à Paris,77459
[],The Last Shot,26486
"[{""id"": 3335, ""name"": ""halloween""}, {""id"": 11363, ""name"": ""arson""}, {""id"": 18021, ""name"": ""detroit""}]",The Crow,9495
"[{""id"": 4152, ""name"": ""kingdom""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10540, ""name"": ""bollywood""}, {""id"": 216931, ""name"": ""medieval india""}, {""id"": 216932, ""name"": ""ancient india""}]",Baahubali: The Beginning,256040
"[{""id"": 520, ""name"": ""chicago""}, {""id"": 572, ""name"": ""sex""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 2913, ""name"": ""diary""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3667, ""name"": ""time""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10703, ""name"": ""tragic love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 176056, ""name"": ""time traveler""}, {""id"": 201484, ""name"": ""complication""}]",The Time Traveler's Wife,24420
"[{""id"": 456, ""name"": ""mother""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1189, ""name"": ""profession""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 5444, ""name"": ""lonely hearts ad""}, {""id"": 5458, ""name"": ""men""}, {""id"": 6098, ""name"": ""clothing""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10707, ""name"": ""mother daughter relationship""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15479, ""name"": ""fashion""}, {""id"": 33479, ""name"": ""single father""}]",Because I Said So,1257
"[{""id"": 367, ""name"": ""shyness""}, {""id"": 10121, ""name"": ""stop motion""}, {""id"": 12999, ""name"": ""black and white""}, {""id"": 13038, ""name"": ""retro""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 157164, ""name"": ""animal death""}, {""id"": 158395, ""name"": ""animal lover""}]",Frankenweenie,62214
"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 13194, ""name"": ""planet""}, {""id"": 14698, ""name"": ""throat slitting""}, {""id"": 14895, ""name"": ""cannibal""}, {""id"": 14896, ""name"": ""reavers""}, {""id"": 162370, ""name"": ""operative""}, {""id"": 162380, ""name"": ""ex soldier""}, {""id"": 178902, ""name"": ""firefly""}]",Serenity,16320
"[{""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}]",Against the Ropes,8842
"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 3394, ""name"": ""identity crisis""}, {""id"": 3861, ""name"": ""loss of powers""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 179102, ""name"": ""superhuman strength""}]",Superman III,9531
"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 172971, ""name"": ""elderly""}, {""id"": 218099, ""name"": ""elderly man""}]",Grudge Match,64807
"[{""id"": 158145, ""name"": ""flaming arrow""}, {""id"": 158468, ""name"": ""chinese history""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 158471, ""name"": ""carrier pigeon""}, {""id"": 158474, ""name"": ""spear throwing""}, {""id"": 158477, ""name"": ""wall of fire""}, {""id"": 158478, ""name"": ""white dove""}, {""id"": 158480, ""name"": ""casualty of war""}, {""id"": 158482, ""name"": ""arrow in back""}, {""id"": 158487, ""name"": ""chinese tradition""}, {""id"": 158488, ""name"": ""chinese painting""}, {""id"": 158489, ""name"": ""broken arrow""}]",Chi bi,12289
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2075, ""name"": ""alabama""}, {""id"": 2751, ""name"": ""career woman""}, {""id"": 7024, ""name"": ""fashion designer""}]",Sweet Home Alabama,11529
"[{""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 13384, ""name"": ""tv morning show""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 165301, ""name"": ""opposites attract""}]",The Ugly Truth,20943
"[{""id"": 2952, ""name"": ""gulf war""}, {""id"": 4595, ""name"": ""u.s. army""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 11138, ""name"": ""military spoof""}]",Sgt. Bilko,9099
"[{""id"": 470, ""name"": ""spy""}, {""id"": 1706, ""name"": ""experiment""}, {""id"": 2041, ""name"": ""island""}, {""id"": 3271, ""name"": ""secret organization""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 14760, ""name"": ""scientist""}]",Spy Kids 2: The Island of Lost Dreams,9488
"[{""id"": 10988, ""name"": ""based on tv series""}, {""id"": 34079, ""name"": ""death""}, {""id"": 162410, ""name"": ""exploding planet""}, {""id"": 162415, ""name"": ""mountain cabin""}, {""id"": 162429, ""name"": ""solar system""}]",Star Trek: Generations,193
"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 185466, ""name"": ""kung fu master""}]",一代宗師,44865
"[{""id"": 3199, ""name"": ""clown""}, {""id"": 14613, ""name"": ""elephant trainer""}, {""id"": 34134, ""name"": ""veterinary""}]",Water for Elephants,55787
[],Dragon Nest: Warriors' Dawn,257932
"[{""id"": 378, ""name"": ""prison""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 4487, ""name"": ""boxing match""}, {""id"": 5402, ""name"": ""boxing school""}, {""id"": 5565, ""name"": ""biography""}]",The Hurricane,10400
"[{""id"": 828, ""name"": ""waitress""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2320, ""name"": ""violent husband""}, {""id"": 2801, ""name"": ""self-defense""}, {""id"": 5927, ""name"": ""violence against women""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 155501, ""name"": ""marry rich""}, {""id"": 212643, ""name"": ""abusive husband""}]",Enough,1957
"[{""id"": 206718, ""name"": ""cons and scams""}]",Heartbreakers,10833
"[{""id"": 6490, ""name"": ""shopping mall""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 41180, ""name"": ""security guard""}]",Paul Blart: Mall Cop 2,256961
"[{""id"": 9844, ""name"": ""car crash""}, {""id"": 15090, ""name"": ""police officer""}]",Angel Eyes,5852
"[{""id"": 1189, ""name"": ""profession""}, {""id"": 3436, ""name"": ""karate""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9576, ""name"": ""bef\u00f6rderung""}, {""id"": 155816, ""name"": ""ex-wife""}, {""id"": 192828, ""name"": ""parking""}, {""id"": 212330, ""name"": ""slap""}]",Joe Somebody,12312
"[{""id"": 242, ""name"": ""new york""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 1745, ""name"": ""passion for collection""}, {""id"": 2335, ""name"": ""southern france""}, {""id"": 2870, ""name"": ""mephisto""}, {""id"": 3095, ""name"": ""antiquary""}, {""id"": 3096, ""name"": ""book""}, {""id"": 3097, ""name"": ""picture puzzle""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3099, ""name"": ""satanism""}, {""id"": 33626, ""name"": ""millionaire""}]",The Ninth Gate,622
"[{""id"": 242, ""name"": ""new york""}, {""id"": 3262, ""name"": ""surgeon""}, {""id"": 6731, ""name"": ""british""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10326, ""name"": ""morgue""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13004, ""name"": ""medical""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 158025, ""name"": ""medical research""}, {""id"": 177127, ""name"": ""emergency room""}, {""id"": 207390, ""name"": ""missing body""}]",Extreme Measures,11306
